MisconceptionId,MisconceptionName
4399,Ignores one dimension in conversion calculation
4400,Ignores parentheses in negative base
4401,Ignores precision requirements in medical context
4402,Ignores precision requirements in scientific context
4403,Ignores proportional increase in both dimensions.
4404,Ignores real-world constraints
4405,Ignores repeating decimal of \(\frac{1}{3}\)
4406,Ignores safety limits
4407,Ignores slope when finding solution
4408,Ignores tens place when adding two-digit numbers
4409,Ignores terms that appear difficult to combine
4410,Ignores terms when adding expressions with different exponents
4411,Ignores the decimal point when calculating scale
4412,Ignores the exponents entirely and just writes the base.
4413,Ignores the leading coefficient when completing the square
4414,Ignores the negative component effects of vectors
4415,Ignores the range constraint when considering possible values
4416,Ignores the relationship and doubles y instead.
4417,Ignores the removed section when calculating area
4418,Ignores the times needed for tasks
4419,Ignores time variable in rate problem
4420,Ignores transaction fees in financial calculations
4421,Ignores variable and simplifies numbers only
4422,Ignores variable terms when they appear to cancel out
4423,Ignores variables when combining terms
4424,Ignores variables without explicit coefficients when multiplying
4425,Ignores vector movement directions
4427,Improper fraction simplification before squaring
4428,Improper grouping of tens and units
4429,Inaccurate understanding of transformation descriptions
4430,Inappropriate application of circle properties
4431,Inappropriate distribution during factorisation
4432,Includes all elements and misses the concept of complement
4433,Includes both BE and EC in the perimeter calculation
4434,Includes break times when calculating total duration
4435,Includes edges that no longer exist after joining
4436,Includes elements from just one of the sets.
4437,Includes elements not present in both sets
4438,"Includes entire universal set, disregarding exclusions"
4439,"Includes everything, misunderstanding the specific nature of complements"
4440,Includes frame dimensions in calculation
4441,Includes hidden cubes in plan view
4442,Includes hidden cubes in the elevation view
4443,Includes negative factors unnecessarily
4444,Includes non-overlapping numbers together as intersection
4445,Includes original value in percentage calculation
4446,Includes range frequency improperly
4447,Includes the entire length of BC instead of just BE
4448,Includes the perimeter of the cut-out square
4449,Includes the reflection line twice in the perimeter calculation
4450,Includes the threshold value when counting numbers below it
4451,Includes the universal set value in the calculation
4452,Includes wall measurements in area calculation
4453,Inclusion of elements that aren't in both sets
4454,Incomplete multiplication - only uses partial information
4455,Incomplete solution - fails to evaluate the square root
4456,Incomplete understanding of how to isolate variables when rearranging formulae
4457,Incomplete understanding of why gradient is zero
4458,Inconsistently applies conversion rules
4459,Incorrect application of radians to arc length formula
4460,Incorrect arithmetic when finding first term
4461,Incorrect assumption about data dispersion.
4462,Incorrect decimal multiplication
4463,Incorrect division
4464,Incorrect division leading to four times the mean
4465,Incorrect operation sequence
4466,Incorrect placement of digits when multiplying by tens place
4467,Incorrect reflection rules applied.
4468,Incorrect sign in constant term
4470,Incorrect understanding of algebraic notation in factored form
4471,Incorrectly adds after reaching a certain cumulative number
4473,Incorrectly adds constant to terms inside the brackets
4474,Incorrectly adds instead of subtracting coordinates in distance formula
4475,Incorrectly adds minutes directly without proper conversion
4476,Incorrectly adds terms
4477,Incorrectly adds vector components with wrong signs
4478,Incorrectly adjusts power when answer is 10
4479,Incorrectly aligns stepwise solution with equations.
4480,Incorrectly applies LCD when solving equations with fractions
4481,"Incorrectly applies arc length formula, forgetting to convert degrees to radians"
4482,Incorrectly applies arithmetic operations when converting times
4483,Incorrectly applies cross multiplication
4484,Incorrectly applies diagonal distance in coordinate geometry
4486,Incorrectly applies division by -1 as equivalent to keeping the negative in numerator
4487,Incorrectly applies division rules to multiples
4488,Incorrectly applies division when rearranging coefficients
4489,Incorrectly applies elimination method.
4490,Incorrectly applies multiplication to both sides without considering the fraction structure
4491,Incorrectly applies negative exponent rules when combining terms
4492,Incorrectly applies order of operations when substituting n
4496,Incorrectly applies ratio to single coordinates
4497,Incorrectly applies rule for symmetry about origin.
4498,Incorrectly applies subtractive notation with wrong symbol combinations
4499,Incorrectly applies the first difference instead of analyzing the sequence structure
4500,Incorrectly applies the inverse relationship between divisor and quotient
4502,Incorrectly applies the negative sign in the calculation of the y-intercept
4503,Incorrectly applies the perimeter formula without considering the shared edge between squares
4504,Incorrectly applies the second difference pattern by doubling instead of keeping it constant
4508,Incorrectly assumes both terms share a higher coefficient factor
4510,Incorrectly assumes largest coefficient is the greatest common factor
4512,Incorrectly attributes sequence to an exponential category
4513,Incorrectly believes all angles in a circle subtended on the same diameter.
4514,Incorrectly believes the second differences double to obtain the coefficient.
4515,Incorrectly borrows from only one column without continuing the borrowing process
4516,Incorrectly breaks the number into separate parts at the space
4518,Incorrectly calculates bounds assuming non-standard rounding
4519,Incorrectly calculates exponent by multiplying base
4520,Incorrectly calculates lateral surface area using base width instead of perimeter
4521,Incorrectly calculates percentages in context
4522,Incorrectly cancels out all terms
4523,Incorrectly cancels terms without considering complete factorization
4524,Incorrectly changes both coordinates' signs
4525,Incorrectly changes the sign for both coordinates
4527,Incorrectly combines factors and fails to verify transformation
4528,Incorrectly combines inequalities by taking the larger bound
4529,Incorrectly combines like terms after expansion
4530,Incorrectly combines like terms in algebraic expression
4532,Incorrectly combines multiplication with decimal addition
4533,Incorrectly combines operations on base and exponent
4534,Incorrectly combines place values by dropping zeros between non-zero digits
4535,Incorrectly combines subtractive notation
4537,Incorrectly combines terms with different exponents
4539,Incorrectly combines unlike terms by distributing variables
4540,Incorrectly combines unlike terms in algebraic expressions
4541,Incorrectly combines whole number multiplication with decimal addition
4542,Incorrectly compares digits from left to right without considering place value
4543,Incorrectly compares to multiplication without exponents
4544,Incorrectly converts between 12-hour and 24-hour clock
4545,Incorrectly converts decimal hours by adding 30 to 100
4546,Incorrectly converts remainder to decimal form in algebraic context
4547,Incorrectly converts to higher power
4548,Incorrectly decomposes powers of 10 in multiplication
4549,Incorrectly distributes negative coefficient across brackets
4550,Incorrectly distributes the denominator across addition terms
4551,Incorrectly divides by 400 instead of 360 to convert degrees to percentage
4552,Incorrectly divides total percentage by number of categories
4553,Incorrectly eliminates one variable assuming the other remains constant
4554,Incorrectly expands algebraic expressions when squaring
4555,Incorrectly extends the pattern by adding an extra step
4556,Incorrectly factors the coefficient of x without adjusting the second term proportionally
4557,Incorrectly groups operations without respecting order of operations
4558,Incorrectly guesses a number that fits neither multiplication nor division with the given factor.
4559,Incorrectly halves the height instead of the final product
4560,Incorrectly handles times across different days
4562,Incorrectly identifies an incomplete variable factor
4563,Incorrectly identifies negative value from equation
4564,Incorrectly identifies the common difference as -2 instead of -2.5
4565,Incorrectly identifies the square root term in sum of squares
4566,Incorrectly identifies total possible outcomes
4567,Incorrectly includes the variable x in the numbers to find
4568,Incorrectly includes the variable x in the numbers to find and reverses the relationship between coefficient and constant term
4569,Incorrectly moves decimal point when converting
4570,Incorrectly multiplied hours by 60 without converting to seconds
4571,Incorrectly multiplies base only by one
4572,Incorrectly multiplies the coefficient with only part of the factored surd
4573,Incorrectly multiplies the number of marked fish by the number caught second.
4574,Incorrectly multiplies whole numbers only
4576,Incorrectly processes multiple borrowing steps in the same problem
4577,Incorrectly processes zeros when borrowing across multiple columns
4578,Incorrectly recalls total angle in a circle
4579,Incorrectly reciprocates the gradient.
4580,Incorrectly represents points of discontinuity on number lines
4581,Incorrectly roots a negative value.
4582,Incorrectly simplifies by taking out the largest square number (49 and 25) rather than finding the largest square factor
4583,Incorrectly simplifies terms with variables
4584,Incorrectly simplifies the probability fraction without considering the sequential nature
4586,Incorrectly splits the coefficient of x into factors that sum to the coefficient
4587,Incorrectly substitutes x value after expanding
4588,Incorrectly subtracts area by counting visible grid squares in removed section
4589,Incorrectly subtracts areas when decomposing shapes
4590,Incorrectly subtracts from 360
4593,Incorrectly swapped digits positions.
4594,Incorrectly thinks more events occur than possible
4595,Incorrectly totals all participants
4596,Incorrectly uses \( \pi \theta \) instead of \( r\theta \)
4598,Incorrectly uses the first term as the coefficient
4599,Incorrectly uses the maximum value as the range
4600,Incorrectly uses unique values only
4601,Insists on a common point for validity.
4603,Interchanges reciprocal with square
4605,Interchanges terms in calculation of q.
4607,Interchanges variables with numerical values
4608,Interprets 'nineteen' as ninety
4610,Interprets \(\frac{5}{6}\) as 6 fewer than 12
4611,Interprets a regular trend as random fluctuations
4612,Interprets addition of 8 as inside operation
4613,Interprets bar height incorrectly
4614,Interprets correlation as absolute
4615,Interprets decimal as a count rather than a proportion
4616,Interprets dividing 500 as distributing all to each basket
4617,Interprets gaps as separate shapes in elevation
4618,Interprets half symbols as representing half the actual value
4619,Interprets identity symbol as visual similarity
4620,Interprets logarithmic scale as linear scale
4621,Interprets mid-interval values incorrectly for plotting.
4622,"Interprets mode as needing exact values, not proportions"
4623,Interprets multiplication as repeated writing of the variable
4626,Interprets the division as placing all 900 marbles into each box
4628,Interprets the symbol count directly without multiplying by the key value
4629,Inverts both fractions and multiplies.
4630,Inverts fraction incorrectly
4631,Inverts probability fraction
4632,Inverts the cosine ratio
4633,Inverts the division order when simplifying complex fractions
4634,Inverts the exchange rate calculation steps
4635,Inverts the fraction incorrectly
4636,Inverts the fraction when calculating gradient
4637,Inverts the fraction when dividing
4640,Inverts the fractional relationship incorrectly
4641,Inverts the frequency density formula
4642,Inverts the ratio without considering the total
4643,Inverts the relationship between variables
4644,Inverts the sine ratio
4645,Inverts the variable when multiplying fractions
4646,Inverts the wrong fraction when dividing
4647,Irrelevant choice based on no geometrical rule.
4648,Jumbled numbers without realizing positional values.
4649,Keeps extra digits instead of rounding
4650,Keeps surds separate instead of combining
4651,Keeps terms separate without multiplying
4652,Keeps the square number as is and just adds the variable
4653,Keeps the whole unit despite subtraction
4654,Labels axes with class intervals instead of boundaries
4655,Lacks understanding of number properties without computation
4656,Lacks understanding of proportional relationships in sectors
4657,Leaves answer in unsimplified form
4658,Leaves denominator unchanged
4659,Leaves expression unchanged after removing brackets
4660,Leaves numerator unchanged
4661,Leaves the denominator unchanged
4662,Leaves the expression unchanged
4663,Leaves the fraction unchanged after squaring
4664,Left expression unsimplified
4665,Lists elements not common
4666,Lists only distinct prime factors
4667,Lists the largest value instead of subtracting minimum from maximum
4668,Lists the maximum value instead of subtracting minimum from maximum
4669,Lists the minimum value instead of subtracting minimum from maximum
4670,Lists the repeated root multiple times
4671,Lists the repeated root twice with a comma
4673,Maintains original quantity regardless of proportion
4675,Makes algebraic errors when forming proportion equations
4676,Makes an estimate between the axis maximum and curve maximum
4677,Makes arbitrary choice of scale
4678,Makes assumptions about angle measures without proof
4679,Makes assumptions about circle properties without proof
4680,Makes assumptions based on approximate measurements
4683,Makes calculation error in carrying
4685,Makes calculation error with carrying minutes
4686,Makes calculation error with hours
4687,Makes calculation error with multiple time intervals
4689,Makes calculation errors in multi-step problems
4690,Makes calculation errors when adding multiple durations
4694,Makes calculation errors with two-digit numbers
4695,Makes computational error in basic subtraction
4696,Makes computational error in subtraction
4697,Makes computational error in time subtraction
4698,Makes computational error when combining like terms
4699,Makes computational errors in subtraction
4701,Makes computational errors when working with fractions
4702,Makes decimal conversion error
4703,Makes errors when working with times across different hours
4704,Makes incorrect conclusions based on specific numerical examples
4705,Makes invalid combinations in subtractive notation
4708,Makes judgment without calculation
4709,Makes multiple calculation errors
4710,Makes multiple subtractive combinations
4711,Makes sign error when calculating solution
4713,Makes unfounded conclusions from limited data
4714,Makes unnecessary sign changes when finding inverse
4715,Makes x-coordinate negative instead of calculating new y-coordinate
4716,Misaligns need for exact amounts with percentage comparison.
4717,Misaligns protractor center point
4718,Misaligns section sizes with true percentage data.
4719,Misaligns the power with the number of zeros
4720,Misapplies a multiplication operation instead of breakdown
4721,Misapplies angle bisector concept.
4722,Misapplies angle summation to linear side lengths
4723,Misapplies circle theorems without proper justification
4724,Misapplies decimal division rules by moving decimal point left instead of right
4725,Misapplies decimal division rules by moving the decimal point in the wrong direction
4726,Misapplies distribution of division
4728,Misapplies substitution method for simultaneous equations
4729,Misapplies variable exponent rules in common factoring
4731,Miscalculates the relative parts incorrectly
4732,Misconception of zero instead of the force direction.
4734,Miscounted the hours over noon.
4735,Miscounted the total number of hours.
4736,Miscounts by assuming each segment of the bar represents additional amounts
4737,Miscounts by including the same edge more than once
4738,Miscounts decimal places when converting to standard form
4739,Miscounts differences possibly due to misunderstanding age boundaries
4740,"Miscounts the jumps in tens, thinking each jump is worth 1"
4741,"Miscounts the jumps in threes, thinking each jump is worth 1"
4742,Miscounts the number of divisions between labeled points
4745,Misidentifies domain restrictions
4747,Misidentifies parts as representing unshaded sections
4749,Misidentifies the first term as the common difference
4750,Misidentifies the unknown value as the difference rather than the minuend
4751,Misidentifies the whole amount
4752,Misidentifies which fraction to flip
4753,Misidentify the smallest or largest number
4754,Misinterpretation of 'cumulative' as 'average'
4756,Misinterprets 'at least' as exactly one
4757,Misinterprets 'at least' as only counting one coin
4758,Misinterprets 'at least' as only the specified number
4759,Misinterprets 'at least' with strictly greater than
4760,Misinterprets a dodecahedron for another polyhedron.
4761,Misinterprets absolute value inequalities
4763,Misinterprets amount of reduction as under 10%
4765,Misinterprets correlation as vertical alignment
4766,Misinterprets count as variety type
4767,Misinterprets cross-multiplication as a valid method here
4768,Misinterprets cumulative data as individual weekly counts
4769,Misinterprets curved lines on motion graphs
4770,Misinterprets diagonal arrangements in elevation
4771,Misinterprets dimensions in 3D
4772,Misinterprets direction of motion on graphs
4773,Misinterprets directional language in relation to coordinate signs
4774,Misinterprets division as distributing all $600 to each friend
4775,Misinterprets effect of adding candies on total count
4776,Misinterprets enlargement as movement
4777,Misinterprets equal percentage allocation.
4778,Misinterprets graph labels as student numbers
4779,Misinterprets height ranges for interpolation.
4781,Misinterprets intersection as single element commonality only
4782,Misinterprets maximum point as decay
4783,Misinterprets multiplication as squaring the integer.
4784,Misinterprets multiplication by directly summing the numbers.
4786,Misinterprets negative motion on graphs
4787,Misinterprets negative slope as requiring the initial value in calculation
4789,Misinterprets operation sequence
4790,Misinterprets percent of given price
4791,Misinterprets proper fractions as enlargements
4792,Misinterprets range boundaries in intervals
4794,Misinterprets repeated multiplication as multiplication by the number of repetitions
4795,Misinterprets representation of spaces in elevations
4796,Misinterprets rotation for flipping.
4798,Misinterprets system as needing one unique solution for any solvable system.
4800,Misinterprets the direction of motion at turning points
4801,Misinterprets the direction of temperature change
4802,Misinterprets the direction of the relationship
4803,Misinterprets the division as placing all candies in each bag
4804,Misinterprets the meaning of decimal places in temperature
4805,Misinterprets the meaning of equality
4806,Misinterprets the meaning of scientific notation
4808,Misinterprets the vertical asymptote
4809,Misinterprets the x-coordinate as the slope
4810,Misinterprets the x-value when moving vertically
4811,Misinterprets total probability rule
4812,Misinterprets trailing zeros in decimals
4813,Misinterprets transformation as scaling
4814,Misinterprets visual models
4815,Mislabels percentages with percentages again
4817,Misplaced decimal point in correct calculation
4818,Misplaces decimal point by counting from left instead of right
4819,Misplaces decimal point by counting total decimal places from right to left instead of left to right
4820,Misplaces decimal point by counting total number of digits instead of using exponent
4821,Misplaces decimal point in conversion
4822,Misplaces decimal point when converting
4823,Misplaces decimal point when scaling
4824,Misplaces digits when converting from word form to standard form
4825,Misplaces endpoints of given range
4826,Misplaces the decimal in standard form conversion.
4827,Misplaces understanding of squaring and negation
4829,"Misreads digits, reversing tens and units."
4830,Misreads intersection points due to poor graph scaling interpretation
4831,Misreads percentage labels inaccurately.
4832,Misreads scale or coordinates when finding intersection points
4833,Misreads the comma grouping in large numbers
4835,Misreads the previous stem's largest value as the overall maximum
4836,Misreads the structure of the table
4837,Misreads the total length of base
4838,Misrepresents spending as multiplication
4839,Misses including common factor 2
4840,Mistake in dividing all terms by 4
4841,Mistakenly adds one sequence increment too few
4842,Mistakenly calculates probability of blue instead of red
4843,Mistakenly calculates probability of boy instead of girl
4844,Mistakenly chooses the term-to-term increment as the difference without checking consistency.
4845,Mistakenly multiplies then adds the original number.
4846,Mistakenly reduces total by 15 each set instead of once
4847,Mistakenly thought reordering was not needed.
4848,Mistakenly totals all parts without removing intersections
4849,Mistakenly uses incompatible operations in sequence
4850,Mistakenly uses subtraction of x-coordinates
4851,Mistakes 'to' for 'past' in time
4852,Mistakes a full circle for three quarters of a turn
4853,"Mistakes addition for multiplication, doubling decimals."
4856,Mistakes bounds only as equally spaced values
4857,Mistakes coefficient of x as intercept
4858,Mistakes coefficients
4859,Mistakes constant multiplication result as the square of that number alone
4861,Mistakes decimal shift direction for negative exponents
4863,Mistakes equivalent fraction for reciprocal
4865,Mistakes hyperbolas for linear graphs
4866,Mistakes inverse relation for direct relation
4868,Mistakes m as y-intercept.
4869,Mistakes midpoint for fractional frequency.
4870,Mistakes multiplication coefficient as result
4871,Mistakes order of vector application on origin
4873,Mistakes place value in context of division
4874,Mistakes points of undefined value of tan function with its crossings
4876,Mistakes range for the highest value
4877,Mistakes surds addition for simple arithmetic sum
4878,Mistakes tangent for indicating uniform motion changes.
4880,Mistakes the angle as a fraction of a full circle
4882,Mistakes the divisor for the quotient
4884,Mistakes the number of places moved for power direction
4885,Mistakes the numerator for probability of green
4887,Mistakes the significant figure count for the power of ten
4888,Mistakes the unchanged number as a result.
4889,Mistakes the y-intercept for the gradient.
4890,Mistakes time as a type of mass
4892,Mistakes when adding factor pairs to match wrong coefficients.
4893,Mistakes zero product property application
4894,Misunderstand signs in factorisation pairs
4895,Misunderstandes decimal-private conversion.
4896,Misunderstands angle classification in triangles
4897,Misunderstands application of tangent formula when finding angles
4898,Misunderstands asymptotic behavior
4900,Misunderstands combining operations to find total
4901,Misunderstands concept of multiple intersections for different graphs
4902,Misunderstands conservation of momentum
4903,Misunderstands constant function effect in composition
4904,Misunderstands continuous motion
4905,Misunderstands continuous vs discrete nature of cones
4907,Misunderstands direction of temperature difference
4908,Misunderstands direction of time difference
4909,Misunderstands distance involving angles and hypotenuse relation
4910,Misunderstands exponents as coefficients to be multiplied.
4913,Misunderstands gravitational acceleration
4915,Misunderstands how exponents work with repeated multiplication
4916,Misunderstands how to change order with negative numbers
4918,Misunderstands interval notation
4920,Misunderstands origin as significant
4921,Misunderstands periodic properties of trigonometric functions
4922,Misunderstands projectile motion
4923,Misunderstands reduction as nullifying both sides
4925,Misunderstands role of hypotenuse
4926,Misunderstands root notation and terms
4927,Misunderstands rounding rules for fraction elements
4928,Misunderstands scale factor meaning overall uniform movement without direction consideration.
4931,Misunderstands stability as constancy even with varying periods.
4933,Misunderstands that inequalities represent ranges of values in opposite directions
4934,Misunderstands that numbers outside represent unrelated classifications.
4935,Misunderstands that outliers must be significantly different from the cluster
4936,Misunderstands that temperature decrease should be expressed as a positive change
4937,Misunderstands the concept of rounding intervals
4939,Misunderstands the concept of standard form representation.
4940,Misunderstands the cumulative effect of percentage changes
4941,Misunderstands the definition of cyclic in this context
4942,Misunderstands the effect of friction
4944,Misunderstands the fundamental principle of sampling
4946,Misunderstands the metric system relationships
4947,Misunderstands the number of movements required for correct notation
4948,Misunderstands the origin point for the longest side.
4949,Misunderstands the relationship between braking and velocity
4950,Misunderstands the relationship between coefficients and turning point
4951,Misunderstands the relationship between height and velocity
4952,Misunderstands the relationship between samples
4955,Misunderstands the role of estimation in statistics
4959,Misunderstands vertical translation when only horizontal is required
4960,Misunderstands visibility in elevations
4962,Misunderstands which number serves as the total
4963,Misuse of decimals in factorisation
4964,Misuses formula leads to incorrect doubling
4965,Misuses proportionality between lengths.
4966,Misuses the tangent ratio when finding an angle
4968,"Mixes the number of edges with 
 the number of faces"
4969,Mixes up area and volume calculation method
4970,Mixes up cross-sectional shapes of solids
4971,Mixes up eighteen with a double-digit involving eight
4972,Mixes up intersection and union
4974,Mixes up tens and units with misplacement
4978,Mixes up the signs of the intercepts
4979,Moved decimal point too far left
4980,Moves the decimal point incorrectly multiple positions to the left.
4981,Moves the decimal point the wrong way for the power
4982,Multiple misconceptions about properties preserved under scaling
4985,Multiplies 180 by the number of sides instead of (n-2)
4986,Multiplies 2 by 4 instead of exponentiation
4987,Multiplies 2.5 by 72 (mistaking 60 minutes for 72 minutes)
4988,Multiplies across without flipping the second fraction
4989,Multiplies all given numbers
4990,Multiplies all numbers in both circles without considering set relationships
4991,Multiplies all numbers seen in the question without considering their context
4993,Multiplies all powers of prime factors
4994,Multiplies all three dimensions without considering triangular base
4995,Multiplies all visible dimensions without understanding spatial structure
4996,Multiplies all visible faces without understanding internal structure
4997,Multiplies angles by scale factor
4998,Multiplies base and height without dividing by 2
4999,Multiplies base and height without halving
5000,"Multiplies base only, ignoring height"
5002,Multiplies both the value and units by 10
5003,Multiplies by 0.2 instead of 0.12
5004,Multiplies by 120 instead of 60
5005,Multiplies by 2 when seeing 20%
5006,Multiplies by 4 instead of dividing when calculating quarter circle
5007,Multiplies by 50 instead of 60
5008,Multiplies by 80 instead of 60
5009,Multiplies by numerator only
5010,Multiplies by the integer component only.
5011,Multiplies by the wrong scalar for one component
5013,Multiplies coefficient by x instead of x²
5014,Multiplies coefficient by x without squaring
5016,Multiplies coefficients but fails to multiply under the radical
5017,Multiplies correctly but keeps original denominator
5018,Multiplies denominator by 2 without considering relationship
5019,Multiplies diameter by 4 to get circumference
5020,Multiplies digits after reversing their order
5021,Multiplies dimensions from different views
5022,Multiplies dimensions from different views without understanding spatial relationship
5023,Multiplies distance and time units instead of dividing
5024,Multiplies distance by time instead of dividing
5025,Multiplies divisor incorrectly
5027,Multiplies each side by different numbers when clearing fractions
5028,Multiplies equations by random numbers without considering the goal of elimination
5029,Multiplies frequency directly by 360°
5031,Multiplies height by itself instead of by base
5032,Multiplies incorrectly by using only length and width
5035,Multiplies maximum dimensions without considering the stepped nature
5036,Multiplies maximum speed by total time without considering it's a trapezoid
5037,Multiplies mean by number of values
5038,Multiplies negative indices instead of using power rule
5041,Multiplies number of sides by 180 instead of (n-2)×180
5043,Multiplies number of terms by common difference
5045,Multiplies numbers under the radical without simplifying
5046,Multiplies numerator but keeps original denominator
5047,Multiplies numerator by 5 instead of 4
5049,Multiplies only one parallel side by the height
5050,Multiplies only the first catch and second catch numbers
5051,Multiplies only the group count
5052,"Multiplies only the variable term by the denominator, ignoring other terms in the numerator"
5053,Multiplies only two dimensions when three are needed
5054,Multiplies order by arbitrary number
5056,Multiplies position by first term value but adds incorrectly
5057,Multiplies position number by common difference without considering first term
5059,Multiplies probabilities incorrectly or assumes independence for dependent events.
5060,Multiplies probabilities when events are independent
5061,Multiplies radius by 3 instead of 2
5062,Multiplies side by height only
5063,Multiplies side length by 4 thinking all polygons are rectangles
5065,Multiplies speed by 4 instead of 5
5066,Multiplies speed by half of time
5067,Multiplies terms to find slope
5068,Multiplies the coefficient by y instead of y³
5069,Multiplies the dimensions together before applying the scale
5070,Multiplies the entire expression by 3 instead of just the width
5071,Multiplies the exponents as if they were numbers.
5073,Multiplies the marked proportion by the first sample only
5077,Multiplies the numerators and denominators separately without finding the reciprocal
5078,Multiplies the position by the increment of the sequence
5079,Multiplies the ratio terms directly
5080,Multiplies the samples without considering the marked proportion
5081,Multiplies the speed value by time unit conversion (60 minutes)
5083,Multiplies the two samples without considering the proportion marked
5084,Multiplies the two shorter sides
5085,Multiplies these two numbers without considering the coefficient
5086,Multiplies total options by positions instead of multiplying choices for each position
5087,Multiplies whole number by numerator only (2×3+2=8)
5089,Negates the y-coordinate instead of finding distance from line
5090,Negative result means negative solution
5091,Neglecting data above 15 kg.
5092,"Neglects inverse square law, treats as simple inverse"
5093,"Neglects that negative base is being raised to an even power, regards \(-2\) as base without exponentiation"
5094,Neglects the last digit
5095,Neglects to simplify fully.
5097,No change as square root considered negligible difference.
5098,No rounding performed
5099,"No rounding performed, retains original number"
5100,No transformation applied
5101,Not recognizing domain restrictions in rational functions
5102,Not sure how cross-sections truly represent the item count.
5104,Off-by-one error
5106,Omits simplification step
5107,Omitting a different factor entirely
5108,Only adds class widths
5109,Only adds length and width without doubling
5110,Only adds one hour
5111,Only adds some of the ingredients
5112,Only adds some segments of the journey
5113,Only adds the common difference once to the first term
5114,Only adds the hours without considering frequencies
5115,Only adds the numbers inside the circles without considering overlapping regions correctly
5117,Only adds the values inside the circles without including the intersection
5118,Only adds two of the three values
5119,Only adjusts one coordinate accurately
5121,Only applies one function
5123,Only applies operation to first number in parentheses
5125,Only applies the rule to the first negative number encountered
5126,Only calculates 100% increase correctly as doubling the amount but forgets additional 150% increase
5128,Only calculates first step
5130,Only calculates the amount decreased
5131,Only calculates the amount of decrease without subtracting from original
5132,Only calculates the rectangle area without subtracting
5133,Only calculates the reduction amount
5134,Only checks if numbers are proportional without considering positions
5135,"Only considers a^2 when completing the square, ignoring the constant term"
5136,Only considers color combinations
5137,Only considers difference in base areas
5139,Only considers difference in side lengths
5140,Only considers first draw
5141,Only considers first spin
5142,Only considers first two weeks for the total
5143,Only considers lateral faces
5144,"Only considers lateral surface area, ignoring bases"
5145,Only considers one common prime factor
5146,Only considers one dimension changing.
5147,Only considers one part of the composite shape when determining similarity
5148,Only considers one time period when analyzing data
5149,Only considers one type of item in the total
5150,Only considers one view when calculating volume
5152,Only considers positive numbers in the dataset
5153,Only considers revenue (selling price × quantity)
5154,Only considers small factors
5155,Only considers the base number size when comparing
5156,Only considers the change in mean
5157,Only considers the change value in calculation
5159,Only considers the first event
5160,Only considers the first interval
5161,Only considers the first interval's frequency
5162,Only considers the length expression
5163,"Only considers the numerical values, ignoring variables"
5164,Only considers the percentage size when comparing
5165,Only considers the probability of the first selection
5166,Only considers the rectangular faces
5168,Only considers the shared base numbers without their powers
5169,Only considers the sum of factors but not their product.
5170,Only considers the width of the bar
5171,"Only considers variable costs, ignores fixed costs"
5172,Only considers vertical/horizontal distances
5173,Only counts consecutive numbers after the given value
5174,Only counts full turn
5175,Only counts half turn
5176,Only counts one list's items
5177,Only counts one rotation
5179,Only counts one set of characters
5180,Only counts one set of items
5181,Only counts outcomes from one event
5182,Only counts proper factors when solving practical problems
5185,Only doubles the length expression instead of multiplying by 2
5186,Only doubles the previous term
5187,Only finds the number of girls without adding boys
5188,Only identifies basic rotation of 360 degrees
5189,Only includes common factors 2 and 3
5190,Only includes visible blocks from the front view
5192,Only looks at final coordinates to determine steepness
5193,Only looks at final digits of bounds instead of finding difference
5194,Only looks at parallel sides to determine similarity
5195,Only looks at the base number
5196,Only looks at the first interval's frequency
5197,Only looks at the first part of the data set
5198,Only looks at the largest sides to determine similarity
5199,Only looks at the percentage value without considering the base number
5200,Only looks at x-coordinate difference
5201,Only looks at y-coordinate difference
5202,"Only multiplies x by the coefficient, ignoring the constant"
5203,Only one term changed for each intercept
5204,Only performs half of the required calculation steps
5205,Only performs one iteration instead of two
5206,Only reads one value instead of finding difference
5207,Only squares the first term in numerator and denominator
5211,"Only subtracts the numbers, ignoring variables"
5212,"Only uses base dimensions, ignores prism length"
5215,Only uses one dimension in calculation
5216,Only uses one of the indices in the final answer
5217,Only uses one of the numbers instead of adding
5218,Only uses the smallest power of each prime factor
5219,Ordered by units digit importance rather than hundreds or tens.
5220,Ordered completely incorrectly. Mistaken positional values.
5221,Overcompensates when rounding up (adds too much)
5222,Overcomplicates the expression leading to incorrect factorization
5223,Overestimates common variable exponent
5224,Overestimates the amount subtracted from a full revolution
5225,Overestimates the required value
5226,Overestimates the shift in decimal position
5227,Overgeneralization that all negatives are rational without fractional representation
5228,Overgeneralizes angle relationships
5229,Overgeneralizes properties of right triangles
5230,Overgeneralizes that any expression with \( x^2 \) is complete as quadratic.
5231,Overlooks angle properties in quadrilateral classification
5232,Overreacts to small measurement differences
5234,Partial conversion error when dealing with decimal hours
5235,Partially cancels common factor
5236,Partially evaluates the expression
5238,Partially reflects the shape
5239,Partially simplifies but stops before reaching simplest form
5240,Partially understands but still thinks extra information is needed
5241,Partially uses brackets but misses essential grouping
5242,Performs division instead of multiplication when isolating x
5243,Performs exact calculation instead of estimating
5244,Performs exact calculation instead of estimation
5245,Performs incorrect operation when moving terms between sides
5247,Performs incorrect regrouping in Roman numeral subtraction
5248,Performs one extra iteration beyond what's asked
5249,Performs only one operation in a multi-step function machine.
5250,Performs only partial calculation of the expression
5251,Performs operations out of order without showing steps
5252,Plots at a point between bounds
